البرنامج (التصنيف الأول),تصنيف الاحتياج (التصنيف الثاني),نوع حليب الاطفال,قياس حفاضات الاطفال,قياس حفاضات عجزة,الكمية,هل حصلت العائلة (أو الفرد) على الخدمة,تاريخ الحصول على الخدمة,هل حصلت العائلة (أو الفرد) على الخدمة.1,تاريخ الحصول على الخدمة.1,_index,_parent_table_name,_parent_index,_submission__id,_submission__submission_time,_submission__validation_status,_submission__status
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,207,FamilyMembers,165,464242293,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,208,FamilyMembers,166,464243126,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,15000000,لا,,,,209,FamilyMembers,167,464243149,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,210,FamilyMembers,168,464243244,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,2,لا,,,,211,FamilyMembers,169,464243740,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,212,FamilyMembers,170,464245052,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,213,FamilyMembers,170,464245052,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,214,FamilyMembers,170,464245052,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,215,FamilyMembers,170,464245052,2025-04-16,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,216,FamilyMembers,170,464245052,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,217,FamilyMembers,171,464245169,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,218,FamilyMembers,171,464245169,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,219,FamilyMembers,171,464245169,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,220,FamilyMembers,172,464245257,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,221,FamilyMembers,173,464245541,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,نعم,2025-04-16,,,222,FamilyMembers,174,464246568,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,223,FamilyMembers,175,464246674,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,2,لا,,,,224,FamilyMembers,176,464246969,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,225,FamilyMembers,177,464247339,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,226,FamilyMembers,178,464247434,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,227,FamilyMembers,178,464247434,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,228,FamilyMembers,178,464247434,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,229,FamilyMembers,179,464247630,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,230,FamilyMembers,179,464247630,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,231,FamilyMembers,180,464248440,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,130000000,لا,,,,232,FamilyMembers,181,464248767,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,233,FamilyMembers,182,464248789,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,أخرى,,,,1,لا,,,,234,FamilyMembers,182,464248789,2025-04-16,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,235,FamilyMembers,182,464248789,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,236,FamilyMembers,182,464248789,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,237,FamilyMembers,183,464248798,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,238,FamilyMembers,183,464248798,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,239,FamilyMembers,184,464249424,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,240,FamilyMembers,184,464249424,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,241,FamilyMembers,184,464249424,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,242,FamilyMembers,185,464249706,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,243,FamilyMembers,186,464249928,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,244,FamilyMembers,187,464249933,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,245,FamilyMembers,188,464250060,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,246,FamilyMembers,188,464250060,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,247,FamilyMembers,188,464250060,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,248,FamilyMembers,189,464250569,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,249,FamilyMembers,190,464251182,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,250,FamilyMembers,190,464251182,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,251,FamilyMembers,191,464251501,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,252,FamilyMembers,192,464252358,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,253,FamilyMembers,193,464252358,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,254,FamilyMembers,194,464252358,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,255,FamilyMembers,195,464252358,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,نعم,2025-04-16,,,256,FamilyMembers,196,464252358,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,257,FamilyMembers,197,464252358,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,2,لا,,,,258,FamilyMembers,198,464252593,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,2,لا,,,,259,FamilyMembers,198,464252593,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,2,لا,,,,260,FamilyMembers,199,464252593,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,261,FamilyMembers,200,464253518,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,262,FamilyMembers,201,464253606,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,263,FamilyMembers,201,464253606,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,264,FamilyMembers,201,464253606,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,265,FamilyMembers,201,464253606,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,266,FamilyMembers,202,464253660,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,267,FamilyMembers,202,464253660,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,268,FamilyMembers,203,464254924,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,269,FamilyMembers,204,464255718,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,2,لا,,,,270,FamilyMembers,205,464256677,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,271,FamilyMembers,206,464256903,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,272,FamilyMembers,206,464256903,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,معدات طهي,,,,1,لا,,,,273,FamilyMembers,206,464256903,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,274,FamilyMembers,206,464256903,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,275,FamilyMembers,207,464256955,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,276,FamilyMembers,208,464257430,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,277,FamilyMembers,209,464258448,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,278,FamilyMembers,209,464258448,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,279,FamilyMembers,209,464258448,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,280,FamilyMembers,209,464258448,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,281,FamilyMembers,210,464258588,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,282,FamilyMembers,211,464258629,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,2,لا,,,,283,FamilyMembers,211,464258629,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,284,FamilyMembers,212,464258633,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,285,FamilyMembers,212,464258633,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,286,FamilyMembers,213,464258698,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,287,FamilyMembers,214,464259276,2025-04-16,,submitted_via_web
احتياجات غذائية,حليب أطفال,أكثر من سنة,,,1,نعم,2025-04-16,,,288,FamilyMembers,215,464260364,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,289,FamilyMembers,216,464260641,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,290,FamilyMembers,217,464260745,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,291,FamilyMembers,217,464260745,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,292,FamilyMembers,217,464260745,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,293,FamilyMembers,218,464261004,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,294,FamilyMembers,219,464261075,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,295,FamilyMembers,219,464261075,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,296,FamilyMembers,219,464261075,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,297,FamilyMembers,219,464261075,2025-04-16,,submitted_via_web
احتياجات مأوى أو صرف صحي,تأهيل منزل,,,,1,لا,,,,298,FamilyMembers,220,464261220,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,2,لا,,,,299,FamilyMembers,221,464261652,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,300,FamilyMembers,222,464261692,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,301,FamilyMembers,223,464261692,2025-04-16,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,302,FamilyMembers,224,464261692,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,حفاضات أطفال,,5.0,,1,لا,,,,303,FamilyMembers,225,464261692,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,304,FamilyMembers,226,464262200,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-03-16,,,305,FamilyMembers,226,464262200,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,306,FamilyMembers,227,464262802,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,فرشات,,,,1,لا,,,,307,FamilyMembers,227,464262802,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,308,FamilyMembers,227,464262802,2025-04-16,,submitted_via_web
قانوني,استشارات قانونية,,,,1,لا,,,,309,FamilyMembers,227,464262802,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,310,FamilyMembers,228,464263049,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,311,FamilyMembers,229,464263193,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,نعم,2025-04-16,,,312,FamilyMembers,230,464263247,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,تأمين سكن,,,,1,لا,,,,313,FamilyMembers,231,464263723,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,314,FamilyMembers,232,464263850,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,315,FamilyMembers,232,464263850,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,316,FamilyMembers,232,464263850,2025-04-16,,submitted_via_web
احتياجات طبية أو صحية,احتياج دواء,,,,1,لا,,,,317,FamilyMembers,232,464263850,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,نعم,2025-04-16,,,318,FamilyMembers,233,464264552,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,319,FamilyMembers,234,464264806,2025-04-16,,submitted_via_web
احتياجات مالية أو سبل العيش,دعم مالي,,,,1,لا,,,,320,FamilyMembers,234,464264806,2025-04-16,,submitted_via_web
احتياجات غذائية,طعام أو معلبات,,,,1,لا,,,,321,FamilyMembers,235,464264843,2025-04-16,,submitted_via_web
احتياجات غير غذائية أو نظافة,بطانيات,,,,1,لا,,,,322,FamilyMembers,236,464264856,2025-04-16,,submitted_via_web
